DD/MM/YYYY,Time,Hours,Month,Season,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Heat Index,THW Index,THSW Index,Bar  ,Rain,Rain Rate,Solar Rad.,Solar Energy,Hi Solar Rad.,UV  Index,UV Dose,Hi  UV,Heat D-D,Cool D-D,In Temp,In Hum,In Dew,In Heat,In EMC,In Air Density,ET ,Wind Samp,Wind Tx,ISS  Recept,Arc. Int.
21/08/2016,00:00:00,24,Aug-16,Rainy-2016,29.65,29.8,29.65,88.5,27.5,0,,0,0.9,,29.65,38.5,38.5,,1000.95,0,0,0,0,0,0,0,0,0,0.24,29.3,72,23.7,33.9,13.25,1.12,0.03,1403,1,100,60
21/08/2016,01:00:00,1,Aug-16,Rainy-2016,29.45,29.55,29.35,91,27.85,0,,0,0.45,,29.45,38.6,38.6,,1000.15,0,0,0,0,0,0,0,0,0,0.23,29.3,72,23.7,33.9,13.25,1.12,0,1401,1,100,60
21/08/2016,02:00:00,2,Aug-16,Rainy-2016,29.5,29.5,29.4,91,27.9,0.2,,0.4,1.35,,29.5,38.8,38.8,,999.25,0,0,0,0,0,0,0,0,0,0.23,29.3,72,23.75,33.95,13.25,1.12,0,1403,1,100,60
21/08/2016,03:00:00,3,Aug-16,Rainy-2016,29.45,29.55,29.4,91,27.85,0.65,,1.21,2.25,,29.45,38.7,38.7,,998.4,0,0,0,0,0,0,0,0,0,0.23,29.3,72,23.7,33.9,13.25,1.12,0,1402,1,100,60
21/08/2016,04:00:00,4,Aug-16,Rainy-2016,29.6,29.6,29.55,91,27.9,0.4,,0.8,1.8,,29.6,39.1,39.1,,998,0,0,0,0,0,0,0,0,0,0.23,29.3,72,23.8,34,13.25,1.12,0,1401,1,100,60
21/08/2016,05:00:00,5,Aug-16,Rainy-2016,29.2,29.45,29.2,94,28.1,0.2,,0.4,1.75,,29.2,38.8,38.8,,997.65,1.4,5.1,0,0,0,0,0,0,0,0.23,29.3,72,23.8,34,13.25,1.12,0,1399,1,100,60
21/08/2016,06:00:00,6,Aug-16,Rainy-2016,29,29.1,29,95.5,28.2,0,,0,1.3,,29,38.5,38.5,,998.2,0.4,0.8,0,0,0,0,0,0,0,0.22,29.3,72,23.8,34,13.25,1.12,0,1398,1,100,60
21/08/2016,07:00:00,7,Aug-16,Rainy-2016,28.85,28.9,28.8,96,28.15,0.4,,0.8,1.75,,28.85,38.25,38.25,,998.5,1.2,11.5,2,0.17,4.5,0,0,0,0,0.22,29.3,72,23.8,34,13.25,1.12,0,1397,1,100,60
21/08/2016,08:00:00,8,Aug-16,Rainy-2016,28.9,28.9,28.9,95,28.05,0.4,,0.8,2.2,,28.9,38.2,38.2,,998.8,0.2,0,25,2.15,37,0,0,0,0,0.22,29.4,73,24,34.3,13.55,1.12,0.03,1395,1,100,60
21/08/2016,09:00:00,9,Aug-16,Rainy-2016,28.9,28.9,28.9,95,28.05,0.4,,0.8,2.7,,28.9,38.2,38.2,,998.8,0.2,0,14,1.2,23.5,0,0,0,0,0.22,29.35,73,24,34.25,13.55,1.12,0,1379,1,99.4,60
21/08/2016,10:00:00,10,Aug-16,Rainy-2016,28.95,28.95,28.9,94,27.9,1.1,,2.01,4,,28.95,38.05,38.05,,998.9,0,0,11.5,0.99,20,0,0,0,0,0.22,29.35,73.5,24.15,34.35,13.7,1.12,0.03,1382,1,100,60
21/08/2016,11:00:00,11,Aug-16,Rainy-2016,29.3,29.3,29,92,27.85,1.3,,2.41,4.5,,29.3,38.5,38.5,,998.2,0,0,39,3.36,63.5,0.1,0.02,0.35,0,0.23,28.1,62,20.1,30,11.12,1.13,0.03,1220,1,89.15,60
21/08/2016,12:00:00,12,Aug-16,Rainy-2016,27.65,29.1,27.6,94,26.55,0.9,,1.61,4,,27.65,33.8,33.8,,998.05,11,86,24,2.06,76.5,0.15,0.03,0.7,0,0.19,26.6,52.5,16.05,26.85,9.55,1.14,0.03,1327,1,95.9,60
21/08/2016,13:00:00,13,Aug-16,Rainy-2016,27.25,27.3,26.9,92,25.8,0.9,,1.61,4,,27.25,32.1,32.1,,998.2,0,0,153,13.16,228.5,1.9,0.31,2.7,0,0.19,26.05,50.5,14.95,26.15,9.23,1.14,0.1,1401,1,100,60
21/08/2016,14:00:00,14,Aug-16,Rainy-2016,27.2,27.4,26.75,93,25.9,0.9,,1.61,3.8,,27.2,32.2,32.2,,997.75,0.2,0,142.5,12.26,232,1.65,0.27,2.6,0,0.18,25.7,46.5,13.4,25.55,8.59,1.15,0.1,1213,1,88.7,60
21/08/2016,15:00:00,15,Aug-16,Rainy-2016,28.05,28.2,27.65,87.5,25.75,1.3,,2.41,3.8,,28.05,33.65,33.65,,997.35,0,0,237.5,20.43,431,2.3,0.37,3.25,0,0.2,25.55,45,12.75,25.35,8.39,1.15,0.15,1017,1,74.35,60
21/08/2016,16:00:00,16,Aug-16,Rainy-2016,27.25,27.7,27.2,87,24.9,1.3,,2.41,5.15,,27.25,31.35,31.35,,997,0,0,67.5,5.81,203,0.4,0.07,1.85,0,0.19,25.35,44.5,12.35,25.1,8.3,1.15,0.05,1095,1,80.05,60
21/08/2016,17:00:00,17,Aug-16,Rainy-2016,26.3,27,26.3,90,24.5,1.3,,2.41,6.05,,26.3,29.65,29.65,,996.4,0,0,25,2.15,56,0,0,0.3,0,0.17,25.9,48.5,14.2,25.85,8.93,1.14,0.03,1095,1,80.05,60
21/08/2016,18:00:00,18,Aug-16,Rainy-2016,25.7,25.85,25.6,92,24.3,1.55,,2.82,6.7,,25.7,28.65,28.65,,997.1,0,0,2.5,0.21,8.5,0,0,0,0,0.15,27.25,53,16.85,27.65,9.59,1.13,0,1153,1,84.25,60
21/08/2016,19:00:00,19,Aug-16,Rainy-2016,25.2,25.6,25.2,93,24,2,,3.62,6.9,,25.2,27.8,27.8,,998.3,0.6,1.3,0,0,0,0,0,0,0,0.14,27.65,56,18.05,28.45,10.02,1.13,0,1272,1,93,60
21/08/2016,20:00:00,20,Aug-16,Rainy-2016,25.15,25.2,24.9,90.5,23.55,2.2,,4.02,6.95,,25.15,27.6,27.6,,1000.35,0,0,0,0,0,0,0,0,0,0.14,27.75,58.5,18.9,28.85,10.45,1.13,0.03,1383,1,100,60
21/08/2016,21:00:00,21,Aug-16,Rainy-2016,25.25,25.7,25.15,87,22.9,1.55,,2.82,6.05,,25.25,27.5,27.5,,1002.5,0,0,0,0,0,0,0,0,0,0.14,27.9,60.5,19.55,29.25,10.85,1.13,0.03,1400,1,100,60
21/08/2016,22:00:00,22,Aug-16,Rainy-2016,24.95,25,24.85,86,22.45,0.9,,1.61,4.25,,24.95,27,27,,1003.7,0,0,0,0,0,0,0,0,0,0.14,27.95,61,19.75,29.4,10.95,1.14,0.03,1403,1,100,60
21/08/2016,23:00:00,23,Aug-16,Rainy-2016,25.15,25.15,25.05,86,22.6,0.9,,1.61,4.7,,25.15,27.25,27.25,,1004.35,0,0,0,0,0,0,0,0,0,0.14,28,61.5,19.9,29.5,11.03,1.14,0.03,1404,1,100,60
22/08/2016,00:00:00,24,Aug-16,Rainy-2016,25.5,25.5,25.25,86,22.95,0.4,,0.8,2.65,,25.5,27.85,27.85,,1004.5,0,0,0,0,0,0,0,0,0,0.15,28,62,20,29.6,11.1,1.14,0.03,1402,1,100,60
22/08/2016,01:00:00,1,Aug-16,Rainy-2016,24.1,25,24.1,94.5,23.15,0.45,,0.81,2.7,,24.1,26.2,26.2,,1004.5,1,3.5,0,0,0,0,0,0,0,0.12,28,62.5,20.15,29.65,11.2,1.14,0,1297,1,94.8,60
22/08/2016,02:00:00,2,Aug-16,Rainy-2016,24.15,24.15,23.95,96,23.45,0.2,,0.4,1.3,,24.15,26.3,26.3,,1004.7,0.4,1.1,0,0,0,0,0,0,0,0.12,28.05,63,20.35,29.75,11.3,1.14,0,1395,1,100,60
22/08/2016,03:00:00,3,Aug-16,Rainy-2016,24.55,24.55,24.4,96,23.85,0,,0,0.9,,24.55,26.85,26.85,,1004.4,0,0,0,0,0,0,0,0,0,0.13,28.1,63.5,20.5,29.85,11.4,1.13,0,1392,1,100,60
22/08/2016,04:00:00,4,Aug-16,Rainy-2016,24.85,24.85,24.7,95,24.05,0.2,,0.4,2.2,,24.85,27.3,27.3,,1004.2,0,0,0,0,0,0,0,0,0,0.14,28.05,64,20.6,29.85,11.5,1.13,0,1387,1,100,60
22/08/2016,05:00:00,5,Aug-16,Rainy-2016,24.8,24.85,24.8,91.5,23.35,0.4,,0.8,2.9,,24.8,27,27,,1004.5,0,0,0,0,0,0,0,0,0,0.13,28.1,64,20.6,29.9,11.5,1.13,0,1272,1,93,60
22/08/2016,06:00:00,6,Aug-16,Rainy-2016,25,25.05,24.8,88.5,22.95,0.2,,0.4,1.55,,25,27.15,27.15,,1004.8,0,0,3.5,0.3,8,0,0,0,0,0.14,28.05,64.5,20.75,29.95,11.6,1.13,0,1344,1,98.25,60
22/08/2016,07:00:00,7,Aug-16,Rainy-2016,26.15,26.15,25.35,86.5,23.75,0.4,,0.8,2.45,,26.15,29.05,29.05,,1005.4,0,0,74.5,6.41,125,0.1,0.02,0.35,0,0.16,28.05,65,20.85,30,11.7,1.14,0.05,1400,1,100,60
22/08/2016,08:00:00,8,Aug-16,Rainy-2016,28.6,28.6,27.4,80.5,24.9,0.65,,1.21,2.7,,28.6,33.9,33.9,,1005.85,0,0,277,23.82,409,1.25,0.2,1.65,0,0.21,28.1,65,20.9,30.1,11.7,1.14,0.18,1277,1,93.35,60
22/08/2016,09:00:00,9,Aug-16,Rainy-2016,29.85,29.95,29.4,74.5,24.85,0.9,,1.61,3.35,,29.85,35.75,35.75,,1006.35,0,0,462.5,39.78,525.5,2.7,0.44,3.15,0,0.24,28.1,65,20.9,30.1,11.7,1.14,0.33,1315,1,96.1,60
22/08/2016,10:00:00,10,Aug-16,Rainy-2016,30.9,30.9,30.15,71.5,25.1,1.1,,2.01,4.5,,30.9,37.3,37.3,,1006.65,0,0,641,55.14,717.5,4.55,0.73,5.25,0,0.26,27,57.5,17.8,28.1,10.44,1.14,0.43,1328,1,97.05,60
22/08/2016,11:00:00,11,Aug-16,Rainy-2016,31.55,31.6,31,70.5,25.45,1.1,,2.01,3.35,,31.55,38.7,38.7,,1006.65,0,0,727.5,62.58,863.5,6.25,1.01,7.2,0,0.27,24.55,46,12.2,24.4,8.53,1.16,0.48,1386,1,100,60
22/08/2016,12:00:00,12,Aug-16,Rainy-2016,31.25,32.2,31.2,69,24.85,1.1,,2.01,4.95,,31.25,37.75,37.75,,1006.7,0,0,563,48.42,951.5,5.75,0.93,8.4,0,0.27,24.95,46,12.55,24.75,8.51,1.16,0.38,1311,1,95.85,60
22/08/2016,13:00:00,13,Aug-16,Rainy-2016,30.15,30.6,29.8,73.5,24.9,0.9,,1.61,4.05,,30.15,36.2,36.2,,1006.45,0,0,373,32.08,517.5,4.05,0.66,5.4,0,0.25,24.95,45.5,12.35,24.7,8.46,1.16,0.28,1029,1,75.2,60
22/08/2016,14:00:00,14,Aug-16,Rainy-2016,31.25,31.5,30.65,75,26.25,0.9,,1.61,3.6,,31.25,39.1,39.1,,1005.9,0,0,589.5,50.7,907.5,5.45,0.88,7.75,0,0.27,24.9,45,12.1,24.6,8.41,1.16,0.43,1302,1,95.15,60
22/08/2016,15:00:00,15,Aug-16,Rainy-2016,31,31.35,30.7,73,25.55,1.3,,2.41,5.85,,31,37.85,37.85,,1005.3,0,0,326,28.04,497.5,3.15,0.51,4.5,0,0.26,24.85,45,12.1,24.6,8.42,1.16,0.28,1229,1,88.75,60
22/08/2016,16:00:00,16,Aug-16,Rainy-2016,30.7,30.8,30.5,71,24.8,0.9,,1.61,4.25,,30.7,36.8,36.8,,1004.6,0,0,273.5,23.52,365,2,0.33,2.35,0,0.26,24.7,45,11.95,24.45,8.42,1.16,0.2,1229,1,89.85,60
22/08/2016,17:00:00,17,Aug-16,Rainy-2016,31.35,31.6,30.95,71.5,25.6,0.9,,1.61,3.8,,31.35,38.45,38.45,,1003.9,0,0,256.5,22.06,335,1.2,0.19,1.6,0,0.27,24.85,45,12.05,24.55,8.37,1.16,0.18,954,1,69.75,60
22/08/2016,18:00:00,18,Aug-16,Rainy-2016,30.55,31.15,30.55,72,24.9,0.4,,0.8,1.55,,30.55,36.6,36.6,,1003.8,0,0,70,6.02,108,0.15,0.03,0.35,0,0.25,26,47.5,14,25.95,8.78,1.15,0.05,1239,1,90.55,60
22/08/2016,19:00:00,19,Aug-16,Rainy-2016,28.85,29.6,28.85,79,24.85,0,,0,0.45,,28.85,34.25,34.25,,1003.9,0,0,5,0.43,9.5,0,0,0,0,0.22,26.6,50.5,15.45,26.7,9.26,1.15,0,1279,1,92.85,60
22/08/2016,20:00:00,20,Aug-16,Rainy-2016,28.35,28.55,28.35,79.5,24.45,0,,0,0.9,,28.35,33.05,33.05,,1004.65,0,0,0,0,0,0,0,0,0,0.21,26.85,52.5,16.3,27.1,9.55,1.15,0.03,1338,1,97.8,60
22/08/2016,21:00:00,21,Aug-16,Rainy-2016,27.75,28.05,27.75,84,24.8,0,,0,0.45,,27.75,32.2,32.2,,1005.45,0,0,0,0,0,0,0,0,0,0.2,27.05,54,16.95,27.45,9.75,1.14,0.03,747,1,54.6,60
22/08/2016,22:00:00,22,Aug-16,Rainy-2016,27.15,27.4,27.15,87,24.75,0,,0,0.65,,27.15,31.1,31.1,,1006,0,0,0,0,0,0,0,0,0,0.18,27.1,55,17.3,27.6,9.85,1.14,0.03,1298,1,93.65,60
22/08/2016,23:00:00,23,Aug-16,Rainy-2016,26.9,26.95,26.85,90.5,25.2,0,,0,0.2,,26.9,31,31,,1006.2,0,0,0,0,0,0,0,0,0,0.18,27.2,56,17.65,27.75,10.05,1.14,0,1291,1,94.35,60
23/08/2016,00:00:00,24,Aug-16,Rainy-2016,26.5,26.7,26.5,92.5,25.15,0,,0,0.2,,26.5,30.45,30.45,,1006.2,0,0,0,0,0,0,0,0,0,0.17,27.25,57,18.05,28,10.17,1.14,0,1383,1,100,60
23/08/2016,01:00:00,1,Aug-16,Rainy-2016,26.35,26.4,26.3,92.5,25.05,0,,0,0.4,,26.35,30.05,30.05,,1005.95,0,0,0,0,0,0,0,0,0,0.17,27.3,57.5,18.2,28.15,10.26,1.14,0,1377,1,100,60
23/08/2016,02:00:00,2,Aug-16,Rainy-2016,26.25,26.35,26.25,93,25,0,,0,0,,26.25,29.95,29.95,,1005.65,0,0,0,0,0,0,0,0,0,0.17,27.4,58,18.4,28.25,10.35,1.14,0,1385,1,100,60
23/08/2016,03:00:00,3,Aug-16,Rainy-2016,25.95,26.1,25.95,94.5,25,0,,0,0,,25.95,29.4,29.4,,1005.45,0,0,0,0,0,0,0,0,0,0.16,27.4,59,18.7,28.4,10.55,1.14,0,1385,1,100,60
23/08/2016,04:00:00,4,Aug-16,Rainy-2016,25.75,25.85,25.7,95.5,25,0,,0,0,,25.75,29.05,29.05,,1005.5,0,0,0,0,0,0,0,0,0,0.15,27.5,59.5,18.9,28.55,10.65,1.14,0,1401,1,100,60
23/08/2016,05:00:00,5,Aug-16,Rainy-2016,25.6,25.7,25.6,96,24.9,0,,0,0,,25.6,28.75,28.75,,1005.55,0,0,0,0,0,0,0,0,0,0.15,27.5,60,19,28.6,10.75,1.14,0,1402,1,100,60
23/08/2016,06:00:00,6,Aug-16,Rainy-2016,25.45,25.55,25.4,96,24.8,0,,0,0,,25.45,28.5,28.5,,1006,0,0,3.5,0.3,8,0,0,0,0,0.15,27.6,60,19.1,28.7,10.75,1.14,0,1398,1,100,60
23/08/2016,07:00:00,7,Aug-16,Rainy-2016,26.9,26.9,25.7,93,25.7,0,,0,0.85,,26.9,31.7,31.7,,1006.3,0,0,69,5.93,105.5,0.15,0.03,0.3,0,0.18,27.6,61,19.4,28.8,10.95,1.14,0.05,1403,1,100,60
23/08/2016,08:00:00,8,Aug-16,Rainy-2016,29.4,29.4,28.5,82.5,26.1,0.2,,0.4,0.9,,29.4,36.25,36.25,,1006.55,0,0,266.5,22.92,352.5,1.2,0.19,1.55,0,0.23,27.65,61.5,19.55,28.95,11.03,1.14,0.18,1343,1,97.2,60
23/08/2016,09:00:00,9,Aug-16,Rainy-2016,29.65,30.4,29.4,77,25.25,0.2,,0.4,1.8,,29.65,35.8,35.8,,1006.95,0,0,361.5,31.1,469.5,2.25,0.37,2.65,0,0.24,27.7,62,19.75,29.1,11.11,1.14,0.23,1303,1,95.25,60
23/08/2016,10:00:00,10,Aug-16,Rainy-2016,30.9,31.05,30.3,72,25.25,0.4,,0.8,1.55,,30.9,37.4,37.4,,1006.95,0,0,386,33.2,634.5,3.1,0.5,4.25,0,0.26,27.1,58,18.1,27.95,10.44,1.14,0.28,1037,1,75.8,60
23/08/2016,11:00:00,11,Aug-16,Rainy-2016,32.1,32.25,31.3,69,25.75,0.4,,0.8,2.45,,32.1,40.35,40.35,,1006.45,0,0,686,59.01,780.5,4.95,0.8,5.7,0,0.29,25.5,49.5,14.15,25.45,9.13,1.16,0.46,1312,1,95.9,60
23/08/2016,12:00:00,12,Aug-16,Rainy-2016,32.35,32.8,32.1,66.5,25.3,0.9,,1.61,3.1,,32.35,40.1,40.1,,1005.85,0,0,676,58.15,830.5,5.35,0.86,6.6,0,0.29,25,46,12.6,24.8,8.51,1.16,0.46,1328,1,97.05,60
23/08/2016,13:00:00,13,Aug-16,Rainy-2016,31.8,32.5,31.75,68.5,25.3,0.65,,1.21,2.7,,31.8,39.2,39.2,,1005.15,0,0,269,23.14,575.5,2.65,0.43,4.2,0,0.28,24.85,46,12.45,24.65,8.52,1.16,0.23,1357,1,98.45,60
23/08/2016,14:00:00,14,Aug-16,Rainy-2016,30.95,31.45,30.95,76,26.2,0.4,,0.8,1.1,,30.95,38.55,38.55,,1004.2,0,0,173,14.88,264,1.35,0.22,2.05,0,0.26,24.75,48,13,24.6,8.87,1.16,0.13,1397,1,100,60
23/08/2016,15:00:00,15,Aug-16,Rainy-2016,31.25,31.35,30.7,73,25.8,0.2,,0.4,0.9,,31.25,38.6,38.6,,1003.35,0,0,203,17.46,277,1.6,0.26,2.1,0,0.27,24.65,46.5,12.35,24.45,8.68,1.16,0.15,1401,1,100,60
23/08/2016,16:00:00,16,Aug-16,Rainy-2016,31.35,31.5,31.3,74,26.2,0,,0,0.65,,31.35,39.25,39.25,,1002.8,0,0,152.5,13.11,218,0.95,0.15,1.25,0,0.27,24.4,44.5,11.5,24.15,8.33,1.16,0.1,1254,1,91.65,60
23/08/2016,17:00:00,17,Aug-16,Rainy-2016,31.3,31.4,31.25,74.5,26.25,0,,0,0,,31.3,39.3,39.3,,1002.4,0,0,133,11.44,160.5,0.65,0.11,0.85,0,0.27,24.85,45.5,12.25,24.6,8.47,1.16,0.1,1399,1,100,60
23/08/2016,18:00:00,18,Aug-16,Rainy-2016,30.7,31.15,30.7,77,26.2,0,,0,0,,30.7,38.4,38.4,,1002.35,0,0,53,4.56,64,0,0,0,0,0.26,26.55,51.5,15.7,26.75,9.4,1.14,0.05,460,1,33.6,60
23/08/2016,19:00:00,19,Aug-16,Rainy-2016,29.5,30.15,29.5,79.5,25.6,0,,0,0,,29.5,35.9,35.9,,1002.6,0,0,4,0.34,12.5,0,0,0,0,0.23,26.8,53.5,16.55,27.15,9.7,1.14,0,1027,1,74.2,60
23/08/2016,20:00:00,20,Aug-16,Rainy-2016,28.65,29,28.65,81.5,25.15,0,,0,0,,28.65,34.25,34.25,,1003.25,0,0,0,0,0,0,0,0,0,0.22,26.95,54.5,17,27.35,9.8,1.14,0.03,1398,1,100,60
23/08/2016,21:00:00,21,Aug-16,Rainy-2016,28.15,28.35,28.1,85.5,25.5,0,,0,0,,28.15,33.55,33.55,,1003.85,0,0,0,0,0,0,0,0,0,0.2,27.15,55.5,17.45,27.65,9.95,1.14,0.03,1402,1,100,60
23/08/2016,22:00:00,22,Aug-16,Rainy-2016,27.75,27.95,27.75,87.5,25.55,0,,0,0,,27.75,32.85,32.85,,1004.1,0,0,0,0,0,0,0,0,0,0.2,27.25,56.5,17.8,27.85,10.11,1.14,0.03,1399,1,100,60
23/08/2016,23:00:00,23,Aug-16,Rainy-2016,28,28,27.7,87,25.7,0,,0,0.45,,28,33.45,33.45,,1004.1,0,0,0,0,0,0,0,0,0,0.2,27.3,57.5,18.15,28.1,10.26,1.14,0.03,1398,1,100,60
24/08/2016,00:00:00,24,Aug-16,Rainy-2016,27.9,28.15,27.9,88,25.7,0,,0,0,,27.9,33.3,33.3,,1004.05,0,0,0,0,0,0,0,0,0,0.2,27.4,58,18.4,28.2,10.35,1.14,0.03,966,1,70.65,60
24/08/2016,01:00:00,1,Aug-16,Rainy-2016,27.75,27.8,27.75,89,25.75,0,,0,0,,27.75,33.05,33.05,,1003.6,0,0,0,0,0,0,0,0,0,0.2,27.4,59,18.7,28.4,10.55,1.14,0,542,1,39.65,60
24/08/2016,02:00:00,2,Aug-16,Rainy-2016,,27.7,27.7,,,0,,0,0,,,,,,1003.35,0,0,,,,,,,,,27.65,59,18.95,28.75,10.55,1.14,0,7,1,0.5,60
24/08/2016,03:00:00,3,Aug-16,Rainy-2016,27.65,27.65,27.6,92,26.2,0,,0,0.4,,27.65,33.35,33.35,,1003.3,0,0,0,0,0,0,0,0,0,0.19,27.6,60,19.1,28.7,10.75,1.14,0,666,1,48.7,60
24/08/2016,04:00:00,4,Aug-16,Rainy-2016,27.75,27.85,27.7,91,26.15,0,,0,0,,27.75,33.5,33.5,,1003.25,0,0,0,0,0,0,0,0,0,0.2,27.6,60.5,19.25,28.75,10.85,1.14,0,657,1,48.05,60
24/08/2016,05:00:00,5,Aug-16,Rainy-2016,27.45,27.65,27.45,92.5,26.1,0,,0,0,,27.45,32.85,32.85,,1003.25,0,0,0,0,0,0,0,0,0,0.19,27.65,61,19.45,28.85,10.95,1.14,0,856,1,62.55,60
24/08/2016,06:00:00,6,Aug-16,Rainy-2016,27.25,27.3,27.15,93.5,26.05,0,,0,0.45,,27.25,32.35,32.35,,1003.65,0,0,4.5,0.39,10.5,0,0,0,0,0.19,27.7,61,19.5,28.95,10.95,1.14,0,1197,1,87.45,60
24/08/2016,07:00:00,7,Aug-16,Rainy-2016,28.6,28.6,27.75,87,26.2,0.2,,0.4,1.35,,28.6,35.1,35.1,,1004,0,0,52,4.47,74.5,0.1,0.02,0.25,0,0.21,27.7,62,19.75,29.1,11.11,1.14,0.03,1402,1,100,60
24/08/2016,08:00:00,8,Aug-16,Rainy-2016,30.4,30.4,29.5,78,26.15,0.65,,1.21,2.45,,30.4,37.85,37.85,,1004.4,0,0,159,13.68,318,1.05,0.17,1.4,0,0.25,27.8,62,19.8,29.2,11.11,1.14,0.13,978,1,71.5,60
24/08/2016,09:00:00,9,Aug-16,Rainy-2016,31.35,31.5,31,78,27.05,0.9,,1.61,3.35,,31.35,40.55,40.55,,1004.55,0,0,389.5,33.5,437,2.1,0.34,2.35,0,0.27,27.8,63,20.1,29.4,11.31,1.14,0.28,814,1,59.5,60
24/08/2016,10:00:00,10,Aug-16,Rainy-2016,32.15,32.15,31.55,74,26.85,0.65,,1.21,2.45,,32.15,42.1,42.1,,1004.55,0,0,343.5,29.55,413,2.6,0.42,3.3,0,0.29,27.9,64.5,20.65,29.75,11.6,1.13,0.25,749,1,54.75,60
24/08/2016,11:00:00,11,Aug-16,Rainy-2016,33,33.3,32.6,69.5,26.6,0.65,,1.21,2.9,,33,43.55,43.55,,1004.3,0,0,485.5,41.76,755,4.05,0.65,5.45,0,0.31,26.15,53,15.8,26.4,9.61,1.15,0.36,1206,1,88.15,60
24/08/2016,12:00:00,12,Aug-16,Rainy-2016,33.45,33.9,33.1,68,26.75,0.85,,1.61,3.35,,33.45,44.25,44.25,,1003.55,0,0,530.5,45.63,859,4.65,0.75,6.45,0,0.32,25.85,52,15.25,26,9.48,1.15,0.41,1379,1,99.85,60
24/08/2016,13:00:00,13,Aug-16,Rainy-2016,32,32.95,32,74,26.75,1.1,,2.01,4.25,,32,41.5,41.5,,1002.8,0,0,205.5,17.68,348,1.9,0.31,3.2,0,0.29,25.75,50.5,14.75,25.85,9.27,1.15,0.18,1045,1,76.4,60
24/08/2016,14:00:00,14,Aug-16,Rainy-2016,33.5,33.55,32,69.5,27.15,0.9,,1.61,3.55,,33.5,45,45,,1001.95,0,0,664.5,57.16,805.5,5.05,0.81,5.75,0,0.32,25.05,48.5,13.4,24.9,8.96,1.15,0.46,1263,1,92.35,60
24/08/2016,15:00:00,15,Aug-16,Rainy-2016,33.8,34.25,33.4,65.5,26.4,0.9,,1.61,3.35,,33.8,44.25,44.25,,1000.95,0,0,516.5,44.42,626.5,3.6,0.58,4.25,0,0.32,25.2,48.5,13.55,25.05,8.95,1.15,0.38,1299,1,94.95,60
24/08/2016,16:00:00,16,Aug-16,Rainy-2016,33.8,34,33.35,67,26.8,1.1,,2.01,4.05,,33.8,44.85,44.85,,1000.2,0,0,335,28.82,451.5,1.95,0.31,2.3,0,0.32,24.85,46,12.45,24.65,8.57,1.15,0.25,1298,1,94.9,60
24/08/2016,17:00:00,17,Aug-16,Rainy-2016,33.05,33.9,33.05,70.5,26.95,1.3,,2.41,4.25,,33.05,44,44,,1000,0,0,200,17.2,281,0.65,0.11,1.1,0,0.31,23.75,44,10.8,23.55,8.25,1.16,0.18,1362,1,99.2,60
24/08/2016,18:00:00,18,Aug-16,Rainy-2016,32.2,32.5,32.2,71.5,26.4,0.9,,1.61,2.9,,32.2,41.45,41.45,,1000.35,0,0,14.5,1.25,23,0,0,0,0,0.29,25.7,49.5,14.3,25.7,9.09,1.15,0.03,1387,1,100,60
24/08/2016,19:00:00,19,Aug-16,Rainy-2016,31.4,31.85,31.4,77.5,26.95,0.9,,1.61,2,,31.4,40.65,40.65,,1001.1,0,0,2,0.17,4.5,0,0,0,0,0.27,26.65,52,15.95,26.85,9.5,1.14,0.03,1403,1,100,60
24/08/2016,20:00:00,20,Aug-16,Rainy-2016,31.15,31.2,31.15,77,26.65,0.4,,0.8,1.55,,31.15,39.3,39.3,,1002.1,0,0,0,0,0,0,0,0,0,0.27,27,54,16.9,27.4,9.75,1.14,0.03,1371,1,99.1,60
24/08/2016,21:00:00,21,Aug-16,Rainy-2016,30.2,30.8,30.2,82,26.8,0,,0,0,,30.2,38.45,38.45,,1002.85,0,0,0,0,0,0,0,0,0,0.25,27.25,55.5,17.5,27.8,9.95,1.14,0.03,1366,1,98.6,60
24/08/2016,22:00:00,22,Aug-16,Rainy-2016,29.45,29.75,29.45,86,26.85,0,,0,0,,29.45,37.2,37.2,,1003.05,0,0,0,0,0,0,0,0,0,0.23,27.4,57,18.15,28.2,10.18,1.14,0.03,1402,1,100,60
24/08/2016,23:00:00,23,Aug-16,Rainy-2016,29.15,29.3,29.15,88,26.95,0,,0,0,,29.15,36.95,36.95,,1002.85,0,0,0,0,0,0,0,0,0,0.23,27.55,58.5,18.65,28.5,10.45,1.14,0.03,323,1,23.6,60
25/08/2016,00:00:00,24,Aug-16,Rainy-2016,28.95,29.05,28.95,88.5,26.85,0,,0,0,,28.95,36.5,36.5,,1002.7,0,0,0,0,0,0,0,0,0,0.22,27.75,59,19.05,28.9,10.55,1.14,0,661,1,48.35,60
25/08/2016,01:00:00,1,Aug-16,Rainy-2016,28.8,28.85,28.8,90.5,27.1,0,,0,0,,28.8,36.55,36.55,,1002.7,0,0,0,0,0,0,0,0,0,0.22,27.75,60,19.25,28.95,10.75,1.14,0,1401,1,100,60
