DD/MM/YYYY,Time,Hours,Month,Season,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Heat Index,THW Index,THSW Index,Bar  ,Rain,Rain Rate,Solar Rad.,Solar Energy,Hi Solar Rad.,UV  Index,UV Dose,Hi  UV,Heat D-D,Cool D-D,In Temp,In Hum,In Dew,In Heat,In EMC,In Air Density,ET ,Wind Samp,Wind Tx,ISS  Recept,Arc. Int.
06/06/2016,12:00:00,11,Jun-16,Summer-2016,31.8,31.8,30.9,73.5,26.45,0.4,,0.8,1.75,,31.8,40.7,40.7,,1006.75,0,0,364.5,31.35,927.5,4.1,0.66,7.75,0,0.28,26.3,45.5,13.6,26.2,8.42,1.15,0.28,1398,1,100,60
06/06/2016,13:00:00,12,Jun-16,Summer-2016,31.45,32.15,31.2,78,27.15,0.65,,1.21,2.2,,31.45,41.05,41.05,,1005.9,0,0,228,19.61,540.5,2.65,0.43,4.85,0,0.27,26.05,44,12.85,25.8,8.17,1.15,0.2,1401,1,100,60
06/06/2016,14:00:00,13,Jun-16,Summer-2016,28.7,30.65,28.7,90,26.85,0.65,,1.21,4.25,,28.7,35.9,35.9,,1005.2,31.2,192.2,32.5,2.8,73.5,0.1,0.02,0.55,0,0.22,25.7,42.5,11.95,25.3,7.97,1.16,0.03,1384,1,100,60
06/06/2016,15:00:00,14,Jun-16,Summer-2016,27.7,27.9,27.6,94.5,26.8,0.4,,0.8,1.55,,27.7,34.15,34.15,,1004.55,8.8,71.1,72,6.2,109,0.55,0.09,1.1,0,0.2,25.8,43,12.2,25.4,8.05,1.15,0.05,1401,1,100,60
06/06/2016,16:00:00,15,Jun-16,Summer-2016,29.05,29.05,28.15,90.5,27.3,0.4,,0.8,2,,29.05,37.25,37.25,,1004.05,0.6,6.2,224.5,19.31,414,1.7,0.28,2.5,0,0.22,25.7,43.5,12.4,25.4,8.12,1.15,0.15,1401,1,100,60
06/06/2016,17:00:00,16,Jun-16,Summer-2016,29.35,29.5,29.1,87,27,0.4,,0.8,1.8,,29.35,37.25,37.25,,1004.1,0,0,133.5,11.48,182,0.95,0.15,1.2,0,0.23,25.75,44.5,12.7,25.5,8.29,1.15,0.1,1402,1,100,60
06/06/2016,18:00:00,17,Jun-16,Summer-2016,29.25,29.35,29.15,83,26.05,0.65,,1.21,2.45,,29.25,36.05,36.05,,1004.3,0,0,61.5,5.29,79,0.05,0.01,0.3,0,0.23,27,46.5,14.55,26.9,8.54,1.15,0.05,1402,1,100,60
06/06/2016,19:00:00,18,Jun-16,Summer-2016,29.05,29.3,29,86.5,26.55,0.2,,0.4,2.25,,29.05,36.35,36.35,,1004.6,0,0,13,1.12,24.5,0,0,0,0,0.22,27.65,49,16,27.9,8.97,1.14,0.03,1403,1,100,60
06/06/2016,20:00:00,19,Jun-16,Summer-2016,28.85,28.9,28.75,86,26.25,0.2,,0.4,1.3,,28.85,35.7,35.7,,1005.55,0,0,0,0,0,0,0,0,0,0.22,27.85,51.5,17,28.45,9.36,1.14,0.03,1402,1,100,60
06/06/2016,21:00:00,20,Jun-16,Summer-2016,28.9,29,28.85,85,26.15,0.2,,0.4,1.8,,28.9,35.65,35.65,,1006.25,0,0,0,0,0,0,0,0,0,0.22,28.1,53,17.6,28.85,9.6,1.14,0.03,1403,1,100,60
06/06/2016,22:00:00,21,Jun-16,Summer-2016,28.85,28.9,28.8,85.5,26.2,0.4,,0.8,2,,28.85,35.6,35.6,,1006.6,0,0,0,0,0,0,0,0,0,0.22,28.2,54,18,29.15,9.75,1.14,0.03,1401,1,100,60
06/06/2016,23:00:00,22,Jun-16,Summer-2016,28.9,28.95,28.9,85.5,26.3,0.4,,0.8,1.8,,28.9,35.8,35.8,,1007.05,0,0,0,0,0,0,0,0,0,0.22,28.3,55.5,18.55,29.4,9.95,1.14,0.03,1402,1,100,60
07/06/2016,00:00:00,23,Jun-16,Summer-2016,28.6,28.8,28.6,86,26,0.2,,0.4,1.8,,28.6,35,35,,1006.7,0,0,0,0,0,0,0,0,0,0.21,28.35,56.5,18.85,29.6,10.13,1.14,0.03,1402,1,100,60
07/06/2016,01:00:00,24,Jun-16,Summer-2016,28.4,28.5,28.35,87,26.05,0.4,,0.8,2.7,,28.4,34.6,34.6,,1006.2,0,0,0,0,0,0,0,0,0,0.21,28.4,57.5,19.2,29.8,10.28,1.14,0.03,1401,1,100,60
07/06/2016,02:00:00,1,Jun-16,Summer-2016,28.3,28.4,28.3,89.5,26.4,0.65,,1.21,3.15,,28.3,34.7,34.7,,1005.85,0,0,0,0,0,0,0,0,0,0.21,28.45,58,19.4,29.9,10.35,1.14,0.03,1400,1,100,60
07/06/2016,03:00:00,2,Jun-16,Summer-2016,28.2,28.3,28.2,90,26.4,0.4,,0.8,2.25,,28.2,34.5,34.5,,1005.55,0,0,0,0,0,0,0,0,0,0.21,28.55,59,19.75,30.15,10.55,1.14,0.03,1403,1,100,60
07/06/2016,04:00:00,3,Jun-16,Summer-2016,28.2,28.3,28.15,90.5,26.5,0.4,,0.8,2.7,,28.2,34.65,34.65,,1005.2,0,0,0,0,0,0,0,0,0,0.21,28.6,60,20,30.3,10.75,1.13,0.03,1402,1,100,60
07/06/2016,05:00:00,4,Jun-16,Summer-2016,27.95,28.15,27.95,92.5,26.6,0.2,,0.4,2,,27.95,34.4,34.4,,1005.15,0.2,0,0,0,0,0,0,0,0,0.2,28.6,60,20.05,30.35,10.75,1.13,0,1403,1,100,60
07/06/2016,06:00:00,5,Jun-16,Summer-2016,28.05,28.05,27.9,91.5,26.55,0.4,,0.8,2.45,,28.05,34.5,34.5,,1005.8,0,0,8.5,0.73,18.5,0,0,0,0,0.2,28.6,60.5,20.25,30.5,10.85,1.13,0,1401,1,100,60
07/06/2016,07:00:00,6,Jun-16,Summer-2016,28,28.15,28,91.5,26.5,0.4,,0.8,2.7,,28,34.45,34.45,,1006.7,0,0,30,2.58,50,0,0,0,0,0.2,28.6,61,20.4,30.6,10.95,1.14,0.03,1401,1,100,60
07/06/2016,08:00:00,7,Jun-16,Summer-2016,29.05,29.05,28.3,86.5,26.55,0.65,,1.21,2.9,,29.05,36.2,36.2,,1007.05,0,0,186,16,316.5,1.25,0.2,1.95,0,0.22,28.7,62,20.7,30.8,11.08,1.13,0.13,1400,1,100,60
07/06/2016,09:00:00,8,Jun-16,Summer-2016,30.4,30.45,29.7,82,27,0.9,,1.61,3.1,,30.4,39.15,39.15,,1006.95,0,0,459,39.48,617,3.4,0.55,4.1,0,0.25,28.7,62.5,20.85,31,11.18,1.13,0.3,1402,1,100,60
07/06/2016,10:00:00,9,Jun-16,Summer-2016,31.1,31.75,30.85,78.5,26.95,0.9,,1.61,4.45,,31.1,39.85,39.85,,1006.95,0,0,496,42.66,864,4.8,0.78,6.6,0,0.27,28.6,61.5,20.5,30.65,11.02,1.14,0.38,1400,1,100,60
07/06/2016,11:00:00,10,Jun-16,Summer-2016,31.55,31.8,31.15,76,26.75,0.9,,1.61,4.25,,31.55,40.65,40.65,,1006.55,0,0,432.5,37.2,650.5,4.95,0.8,8.15,0,0.28,26.7,50,15.4,26.85,9.15,1.15,0.33,1400,1,100,60
07/06/2016,12:00:00,11,Jun-16,Summer-2016,31.95,32.45,31.6,73,26.5,1.3,,2.41,4.7,,31.95,41.05,41.05,,1005.8,0,0,510.5,43.9,1019.5,6.25,1.01,9.75,0,0.28,25.9,45.5,13.2,25.75,8.43,1.15,0.41,1401,1,100,60
07/06/2016,13:00:00,12,Jun-16,Summer-2016,31.95,32.55,31.8,71,26.05,1.1,,2.01,4.5,,31.95,40.45,40.45,,1005.25,0,0,483,41.54,734,5.4,0.87,7.3,0,0.28,25.5,44.5,12.55,25.3,8.29,1.16,0.36,1394,1,100,60
07/06/2016,14:00:00,13,Jun-16,Summer-2016,28.3,31.45,28.3,83,25.05,1.55,,2.82,5.35,,28.3,33.75,33.75,,1006.35,5.2,58.2,67,5.77,139,0.65,0.11,1.55,0,0.21,25.3,45.5,12.65,25.05,8.48,1.16,0.08,1313,1,96,60
07/06/2016,15:00:00,14,Jun-16,Summer-2016,24.15,24.7,24.1,94,23.15,1.1,,2.01,4.7,,24.15,26.25,26.25,,1005.95,9,60,19,1.64,29.5,0,0,0,0,0.12,24.75,43,11.3,24.4,8.07,1.16,0.03,1400,1,100,60
07/06/2016,16:00:00,15,Jun-16,Summer-2016,24.4,24.45,24.05,95,23.5,0.4,,0.8,1.3,,24.4,26.6,26.6,,1005.3,0.8,1.5,11,0.94,14.5,0,0,0,0,0.13,25.95,42.5,12.25,25.6,7.97,1.15,0,1398,1,100,60
07/06/2016,17:00:00,16,Jun-16,Summer-2016,25.05,25.1,24.85,94.5,24.1,0,,0,1.3,,25.05,27.6,27.6,,1004.05,0.2,0,5,0.44,6,0,0,0,0,0.14,27.05,45,14.05,26.8,8.3,1.15,0,1403,1,100,60
07/06/2016,18:00:00,17,Jun-16,Summer-2016,25.2,25.25,25.1,95,24.4,0,,0,1.1,,25.2,27.9,27.9,,1004.05,1.6,3,10.5,0.91,12.5,0,0,0,0,0.14,27.45,47.5,15.3,27.45,8.72,1.14,0,1402,1,100,60
07/06/2016,19:00:00,18,Jun-16,Summer-2016,25.6,25.6,25.4,95,24.75,0.2,,0.4,1.55,,25.6,28.65,28.65,,1004.65,0,0,7.5,0.65,11.5,0,0,0,0,0.15,27.65,50,16.25,27.85,9.12,1.14,0,1402,1,100,60
07/06/2016,20:00:00,19,Jun-16,Summer-2016,25.3,25.5,25.3,95.5,24.55,0,,0,0.65,,25.3,28.1,28.1,,1005.65,0,0,0,0,0,0,0,0,0,0.15,27.75,51.5,16.85,28.2,9.36,1.14,0,1403,1,100,60
07/06/2016,21:00:00,20,Jun-16,Summer-2016,25.3,25.35,25.2,96,24.6,0,,0,0.4,,25.3,28.15,28.15,,1006.5,0,0,0,0,0,0,0,0,0,0.15,27.8,53,17.35,28.4,9.61,1.14,0,1403,1,100,60
07/06/2016,22:00:00,21,Jun-16,Summer-2016,25.4,25.45,25.4,96,24.75,0,,0,0.9,,25.4,28.35,28.35,,1006.8,0,0,0,0,0,0,0,0,0,0.15,27.9,54.5,17.85,28.65,9.8,1.14,0,1401,1,100,60
07/06/2016,23:00:00,22,Jun-16,Summer-2016,25.3,25.35,25.3,96,24.6,0,,0,0.65,,25.3,28.2,28.2,,1007.15,0,0,0,0,0,0,0,0,0,0.15,27.9,55.5,18.25,28.85,9.95,1.14,0,1403,1,100,60
08/06/2016,00:00:00,23,Jun-16,Summer-2016,25.3,25.35,25.25,96.5,24.7,0,,0,0,,25.3,28.2,28.2,,1006.6,0,0,0,0,0,0,0,0,0,0.15,27.9,56.5,18.5,28.95,10.13,1.14,0,1402,1,100,60
08/06/2016,01:00:00,24,Jun-16,Summer-2016,25.55,25.55,25.35,97,25,0,,0,0,,25.55,28.75,28.75,,1005.85,0,0,0,0,0,0,0,0,0,0.15,28,57,18.7,29.1,10.2,1.14,0,1397,1,100,60
08/06/2016,02:00:00,1,Jun-16,Summer-2016,25.75,25.75,25.6,96.5,25.15,0,,0,0.65,,25.75,29.15,29.15,,1005.2,0,0,0,0,0,0,0,0,0,0.15,28,58,19,29.2,10.35,1.14,0,1399,1,100,60
08/06/2016,03:00:00,2,Jun-16,Summer-2016,25.9,25.9,25.85,96,25.3,0,,0,1.1,,25.9,29.6,29.6,,1005,0,0,0,0,0,0,0,0,0,0.16,28.05,59,19.25,29.25,10.55,1.14,0,1401,1,100,60
08/06/2016,04:00:00,3,Jun-16,Summer-2016,26,26,25.9,96,25.35,0,,0,1.3,,26,29.75,29.75,,1004.75,0,0,0,0,0,0,0,0,0,0.16,28.1,59,19.3,29.3,10.55,1.14,0,1404,1,100,60
08/06/2016,05:00:00,4,Jun-16,Summer-2016,26.2,26.25,26.15,96,25.5,0.4,,0.8,1.8,,26.2,30.3,30.3,,1004.8,0,0,0,0,0,0,0,0,0,0.16,28.1,60,19.6,29.4,10.75,1.14,0,1401,1,100,60
08/06/2016,06:00:00,5,Jun-16,Summer-2016,26.2,26.3,26.2,95,25.35,0.4,,0.8,1.55,,26.2,30.1,30.1,,1004.95,0,0,9.5,0.82,19.5,0,0,0,0,0.16,28.1,61,19.85,29.6,10.95,1.14,0,1401,1,100,60
08/06/2016,07:00:00,6,Jun-16,Summer-2016,27.2,27.2,26.35,91.5,25.75,0.4,,0.8,1.55,,27.2,32.2,32.2,,1005.15,0,0,134,11.52,211.5,0.5,0.08,0.9,0,0.19,28.1,61,19.9,29.6,10.95,1.14,0.08,1403,1,100,60
08/06/2016,08:00:00,7,Jun-16,Summer-2016,27.85,28.05,27.8,88.5,25.75,0.4,,0.8,1.8,,27.85,33.25,33.25,,1005.5,0,0,144.5,12.42,224,1.05,0.17,1.35,0,0.2,28.1,61,19.9,29.6,10.95,1.14,0.1,1402,1,100,60
08/06/2016,09:00:00,8,Jun-16,Summer-2016,29.4,29.4,28.25,85,26.55,0.4,,0.8,2,,29.4,36.8,36.8,,1005.5,0,0,370,31.83,507,2.9,0.47,3.75,0,0.23,28.15,61.5,20.05,29.7,11.03,1.14,0.25,1399,1,100,60
08/06/2016,10:00:00,9,Jun-16,Summer-2016,30.95,31.2,30.4,77,26.4,0.4,,0.8,1.8,,30.95,38.9,38.9,,1005.25,0,0,540,46.44,785.5,4.7,0.76,5.95,0,0.26,28.1,61,19.85,29.55,10.93,1.14,0.38,1400,1,100,60
08/06/2016,11:00:00,10,Jun-16,Summer-2016,31.85,32.25,31.25,74.5,26.8,0.9,,1.61,2.9,,31.85,41.4,41.4,,1004.55,0.2,0,676.5,58.18,906,5.85,0.94,7.55,0,0.28,27.75,60.5,19.4,29,10.85,1.14,0.46,1403,1,100,60
08/06/2016,12:00:00,11,Jun-16,Summer-2016,31.45,31.85,31.3,77,26.9,0.65,,1.21,2.2,,31.45,40.55,40.55,,1004.2,0,0,251.5,21.63,626,3.1,0.5,6.2,0,0.27,26.35,49.5,14.9,26.4,9.11,1.15,0.2,1397,1,100,60
08/06/2016,13:00:00,12,Jun-16,Summer-2016,31.55,31.75,31.05,76,26.85,0.65,,1.21,2.9,,31.55,40.65,40.65,,1003.45,0,0,321.5,27.65,544,3.75,0.6,5.5,0,0.28,25.55,46,13.1,25.4,8.54,1.15,0.23,1399,1,100,60
08/06/2016,14:00:00,13,Jun-16,Summer-2016,33.15,33.2,32.35,65.5,25.8,0.9,,1.61,2.65,,33.15,42.2,42.2,,1002.75,0,0,684.5,58.88,807,5.95,0.96,6.8,0,0.31,26.55,48.5,14.8,26.55,8.91,1.15,0.48,1398,1,100,60
08/06/2016,15:00:00,14,Jun-16,Summer-2016,33.15,33.7,33.1,67,26.2,0.9,,1.61,3.35,,33.15,42.95,42.95,,1001.8,0,0,507.5,43.65,721.5,4.1,0.66,5.2,0,0.31,27.5,53,17.1,27.95,9.59,1.14,0.38,1398,1,100,60
08/06/2016,16:00:00,15,Jun-16,Summer-2016,33.6,33.9,33,65,26.1,0.9,,1.61,2.9,,33.6,43.3,43.3,,1001.15,0,0,432.5,37.2,532,2.75,0.45,3.15,0,0.32,27.75,55.5,18.05,28.6,9.95,1.14,0.3,1400,1,100,60
08/06/2016,17:00:00,16,Jun-16,Summer-2016,32.5,33.7,32.25,69,26.05,0.9,,1.61,3.8,,32.5,41.35,41.35,,1000.95,0,0,282.5,24.29,418.5,1.2,0.2,1.85,0,0.3,28,57.5,18.8,29.1,10.28,1.13,0.23,1403,1,100,60
08/06/2016,18:00:00,17,Jun-16,Summer-2016,30.75,31.2,30.75,74.5,25.75,1.3,,2.41,5.4,,30.75,37.8,37.8,,1001,0,0,111.5,9.59,168.5,0.4,0.07,0.65,0,0.26,28.15,58.5,19.25,29.4,10.45,1.13,0.1,1403,1,100,60
08/06/2016,19:00:00,18,Jun-16,Summer-2016,29.7,30.1,29.65,81,26.1,1.1,,2.01,4.7,,29.7,36.6,36.6,,1001.55,0,0,14.5,1.25,24.5,0,0,0,0,0.24,28.2,59.5,19.55,29.6,10.65,1.13,0.03,1402,1,100,60
08/06/2016,20:00:00,19,Jun-16,Summer-2016,29.2,29.45,29.2,83.5,26.1,0.9,,1.61,3.8,,29.2,35.95,35.95,,1002.3,0,0,0,0,0,0,0,0,0,0.23,28.25,60.5,19.85,29.8,10.85,1.13,0.03,1399,1,100,60
08/06/2016,21:00:00,20,Jun-16,Summer-2016,28.8,29,28.8,85,26.05,0.65,,1.21,2.65,,28.8,35.45,35.45,,1002.6,0,0,0,0,0,0,0,0,0,0.22,28.3,61,20.05,29.9,10.95,1.13,0.03,1399,1,100,60
08/06/2016,22:00:00,21,Jun-16,Summer-2016,28.75,28.75,28.7,87.5,26.45,0.4,,0.8,2,,28.75,35.7,35.7,,1002.8,0,0,0,0,0,0,0,0,0,0.22,28.3,62,20.4,30.1,11.09,1.13,0.03,1403,1,100,60
08/06/2016,23:00:00,22,Jun-16,Summer-2016,28.8,28.8,28.75,88,26.6,0.4,,0.8,1.55,,28.8,35.9,35.9,,1003.05,0,0,0,0,0,0,0,0,0,0.22,28.35,62,20.4,30.15,11.09,1.13,0.03,1401,1,100,60
09/06/2016,00:00:00,23,Jun-16,Summer-2016,28.85,28.9,28.75,86.5,26.4,0.4,,0.8,2.45,,28.85,35.8,35.8,,1002.85,0,0,0,0,0,0,0,0,0,0.22,28.4,62.5,20.55,30.35,11.19,1.13,0.03,1399,1,100,60
09/06/2016,01:00:00,24,Jun-16,Summer-2016,28.45,28.65,28.45,88,26.25,0.4,,0.8,2.45,,28.45,34.9,34.9,,1002.5,0,0,0,0,0,0,0,0,0,0.21,28.4,63,20.7,30.5,11.29,1.13,0.03,1401,1,100,60
09/06/2016,02:00:00,1,Jun-16,Summer-2016,28.2,28.35,28.2,88,26.05,0.65,,1.21,2.45,,28.2,34.15,34.15,,1002.2,0,0,0,0,0,0,0,0,0,0.21,28.5,63,20.8,30.6,11.28,1.13,0.03,1401,1,100,60
09/06/2016,03:00:00,2,Jun-16,Summer-2016,27.85,28,27.8,88,25.65,0.4,,0.8,1.55,,27.85,33.15,33.15,,1001.85,0,0,0,0,0,0,0,0,0,0.2,28.5,63,20.8,30.6,11.28,1.13,0.03,1401,1,100,60
09/06/2016,04:00:00,3,Jun-16,Summer-2016,27.7,27.8,27.7,88.5,25.65,0.4,,0.8,2,,27.7,32.95,32.95,,1001.85,0,0,0,0,0,0,0,0,0,0.2,28.5,63,20.8,30.6,11.28,1.13,0.03,1404,1,100,60
09/06/2016,05:00:00,4,Jun-16,Summer-2016,27.75,27.75,27.7,89.5,25.85,0,,0,0.45,,27.75,33.15,33.15,,1001.75,0,0,0,0,0,0,0,0,0,0.2,28.6,63.5,20.95,30.8,11.38,1.13,0,1399,1,100,60
09/06/2016,06:00:00,5,Jun-16,Summer-2016,27.6,27.75,27.6,91.5,26.1,0,,0,0,,27.6,33.2,33.2,,1002,0,0,6,0.51,8.5,0,0,0,0,0.19,28.6,64,21.1,30.9,11.48,1.13,0,1404,1,100,60
09/06/2016,07:00:00,6,Jun-16,Summer-2016,27,27.5,27,93.5,25.85,0.4,,0.8,2,,27,31.85,31.85,,1002.25,7,73.8,18,1.55,36,0,0,0,0,0.18,28.6,64,21.1,30.95,11.48,1.13,0.03,1404,1,100,60
09/06/2016,08:00:00,7,Jun-16,Summer-2016,27.05,27.2,26.75,95.5,26.25,0.4,,0.8,2.65,,27.05,32.2,32.2,,1002.45,0.8,15.6,73,6.28,130,0.3,0.05,0.95,0,0.18,28.6,65,21.3,31,11.68,1.13,0.05,1404,1,100,60
09/06/2016,09:00:00,8,Jun-16,Summer-2016,26.8,27.05,26.25,96.5,26.2,0.4,,0.8,1.75,,26.8,31.9,31.9,,1002.45,13.8,52.3,95,8.17,168,0.8,0.13,1.55,0,0.18,28.6,66,21.6,31.25,11.88,1.13,0.05,1402,1,100,60
09/06/2016,10:00:00,9,Jun-16,Summer-2016,28.7,29.05,27.75,90.5,26.95,0.65,,1.21,2.65,,28.7,36.05,36.05,,1002.1,0,0,256,22.02,515.5,2.9,0.47,5.6,0,0.22,28.6,66,21.6,31.3,11.88,1.13,0.2,1403,1,100,60
09/06/2016,11:00:00,10,Jun-16,Summer-2016,28.1,28.9,27.5,90,26.25,0.9,,1.61,2.9,,28.1,34.25,34.25,,1002.05,3.4,51,252.5,21.72,491.5,3,0.48,5.8,0,0.2,28.1,61.5,19.95,29.9,11.03,1.13,0.18,1402,1,100,60
09/06/2016,12:00:00,11,Jun-16,Summer-2016,29.4,29.5,28.9,87,27,0.9,,1.61,2.9,,29.4,37.25,37.25,,1001.7,0,0,396.5,34.11,661,4.95,0.8,7.1,0,0.23,26.4,50.5,15.25,26.5,9.26,1.15,0.28,1402,1,100,60
09/06/2016,13:00:00,12,Jun-16,Summer-2016,30.65,30.8,29.7,80.5,26.85,0.9,,1.61,3.1,,30.65,39,39,,1000.9,0,0,474,40.77,901.5,5.35,0.86,8.55,0,0.26,25.75,46.5,13.4,25.6,8.59,1.15,0.36,1397,1,100,60
09/06/2016,14:00:00,13,Jun-16,Summer-2016,31.35,31.65,30.8,78,27,0.9,,1.61,3.1,,31.35,40.65,40.65,,1000,0,0,415.5,35.74,949,4.6,0.74,8.3,0,0.27,25.65,46,13.2,25.5,8.54,1.15,0.3,1401,1,100,60
09/06/2016,15:00:00,14,Jun-16,Summer-2016,31.1,31.4,30.8,76,26.35,0.9,,1.61,3.8,,31.1,39.15,39.15,,999.25,0,0,192,16.51,494.5,3.15,0.51,6.35,0,0.27,27.15,50.5,16,27.3,9.18,1.14,0.23,1402,1,100,60
09/06/2016,16:00:00,15,Jun-16,Summer-2016,30.7,31.15,30.4,77,26.2,0.9,,1.61,3.15,,30.7,38.4,38.4,,999.05,0,0,193.5,16.64,534,2.05,0.33,3.3,0,0.26,27.75,54,17.6,28.45,9.73,1.13,0.15,1398,1,100,60
09/06/2016,17:00:00,16,Jun-16,Summer-2016,31.15,31.65,30.8,75,26.2,0.9,,1.61,3.6,,31.15,39.1,39.1,,999.2,0,0,270,23.22,382,1.4,0.23,1.75,0,0.27,28,56.5,18.55,29.05,10.13,1.13,0.2,1402,1,100,60
09/06/2016,18:00:00,17,Jun-16,Summer-2016,29.7,30.25,29.7,80,25.85,0.4,,0.8,2.9,,29.7,36.4,36.4,,999.35,0,0,48.5,4.17,64,0.15,0.03,0.35,0,0.24,28.1,58,19.1,29.3,10.35,1.13,0.05,1400,1,100,60
09/06/2016,19:00:00,18,Jun-16,Summer-2016,28.95,29.35,28.9,83.5,25.85,0.4,,0.8,2,,28.95,35.4,35.4,,999.95,0,0,11,0.94,17.5,0,0,0,0,0.22,28.2,59,19.4,29.55,10.55,1.13,0.03,1404,1,100,60
09/06/2016,20:00:00,19,Jun-16,Summer-2016,28.3,28.55,28.3,84.5,25.5,0.4,,0.8,2.65,,28.3,33.9,33.9,,1000,0,0,0,0,0,0,0,0,0,0.21,28.25,60,19.75,29.75,10.75,1.13,0.03,1397,1,100,60
09/06/2016,21:00:00,20,Jun-16,Summer-2016,27.95,28.1,27.9,87.5,25.7,0.4,,0.8,2,,27.95,33.45,33.45,,1000.15,0,0,0,0,0,0,0,0,0,0.2,28.3,60.5,19.95,29.85,10.85,1.13,0.03,1403,1,100,60
09/06/2016,22:00:00,21,Jun-16,Summer-2016,27.75,27.9,27.7,87.5,25.45,0.4,,0.8,2.2,,27.75,32.75,32.75,,1000.45,0,0,0,0,0,0,0,0,0,0.2,28.3,61,20.1,29.9,10.95,1.13,0.03,1404,1,100,60
09/06/2016,23:00:00,22,Jun-16,Summer-2016,27.35,27.55,27.35,88.5,25.35,0,,0,0.45,,27.35,32,32,,1000.4,0,0,0,0,0,0,0,0,0,0.19,28.35,61,20.1,30,10.95,1.13,0.03,1403,1,100,60
10/06/2016,00:00:00,23,Jun-16,Summer-2016,27.2,27.3,27.15,89,25.2,0,,0,0,,27.2,31.55,31.55,,1000.2,0,0,0,0,0,0,0,0,0,0.18,28.4,62,20.4,30.2,11.09,1.13,0,1399,1,100,60
10/06/2016,01:00:00,24,Jun-16,Summer-2016,26.75,26.95,26.75,91.5,25.25,0,,0,0,,26.75,30.95,30.95,,1000.15,0,0,0,0,0,0,0,0,0,0.18,28.4,62.5,20.55,30.25,11.19,1.13,0,1403,1,100,60
10/06/2016,02:00:00,1,Jun-16,Summer-2016,27.35,27.35,27,90.5,25.65,0.2,,0.4,1.55,,27.35,32.2,32.2,,1000.15,0,0,0,0,0,0,0,0,0,0.19,28.4,63,20.7,30.3,11.29,1.13,0,1401,1,100,60
10/06/2016,03:00:00,2,Jun-16,Summer-2016,27.25,27.35,27.25,90.5,25.55,0,,0,0.9,,27.25,31.9,31.9,,999.7,0,0,0,0,0,0,0,0,0,0.19,28.4,63,20.7,30.5,11.29,1.13,0,1404,1,100,60
10/06/2016,04:00:00,3,Jun-16,Summer-2016,27.2,27.2,27.2,90.5,25.5,0,,0,1.1,,27.2,31.85,31.85,,999.6,0,0,0,0,0,0,0,0,0,0.19,28.4,64,21,30.6,11.49,1.13,0,1403,1,100,60
10/06/2016,05:00:00,4,Jun-16,Summer-2016,27.05,27.2,27.05,91,25.45,0,,0,1.1,,27.05,31.55,31.55,,999.65,0,0,0,0,0,0,0,0,0,0.18,28.4,64,21,30.6,11.49,1.13,0,1403,1,100,60
10/06/2016,06:00:00,5,Jun-16,Summer-2016,26.75,26.9,26.65,92,25.35,0,,0,0,,26.75,30.85,30.85,,999.6,0,0,14.5,1.25,23,0,0,0,0,0.18,28.4,64.5,21.1,30.7,11.59,1.13,0,1401,1,100,60
10/06/2016,07:00:00,6,Jun-16,Summer-2016,27.75,27.75,27.1,88,25.55,0,,0,0.9,,27.75,32.85,32.85,,999.75,0,0,60.5,5.2,89.5,0.3,0.05,0.7,0,0.2,28.4,64.5,21.1,30.7,11.59,1.13,0.05,1403,1,100,60
10/06/2016,08:00:00,7,Jun-16,Summer-2016,28.9,29,28.4,82,25.5,0.2,,0.4,1.55,,28.9,35.05,35.05,,1000.55,0,0,181.5,15.61,214.5,1.35,0.22,1.55,0,0.22,28.5,64,21,30.7,11.48,1.13,0.13,1401,1,100,60
10/06/2016,09:00:00,8,Jun-16,Summer-2016,29.25,29.25,29.05,79,25.25,1.1,,2.01,2.7,,29.25,35.25,35.25,,1000.75,0,0,231,19.87,262,2.2,0.36,2.55,0,0.23,28.5,64.5,21.15,30.8,11.58,1.13,0.18,1403,1,100,60
10/06/2016,10:00:00,9,Jun-16,Summer-2016,30.35,30.4,29.8,78.5,26.15,0.65,,1.21,2.65,,30.35,37.8,37.8,,1000.9,0,0,329,28.3,417.5,3.5,0.56,4.15,0,0.25,28.6,65,21.3,31,11.68,1.13,0.23,1402,1,100,60
10/06/2016,11:00:00,10,Jun-16,Summer-2016,31.7,31.8,30.75,72.5,26.2,1.1,,2.01,4.5,,31.7,40.15,40.15,,1000.7,0,0,549.5,47.26,989.5,5.75,0.92,8.7,0,0.28,28.6,65.5,21.45,31.1,11.78,1.13,0.41,1401,1,100,60
10/06/2016,12:00:00,11,Jun-16,Summer-2016,32.5,32.6,31.85,71,26.55,1.3,,2.41,4.95,,32.5,42.3,42.3,,1000.4,0,0,833.5,71.69,963,8.15,1.31,9.3,0,0.3,28.6,66,21.6,31.3,11.88,1.13,0.56,1401,1,100,60
10/06/2016,13:00:00,12,Jun-16,Summer-2016,33.45,33.45,32.75,65,25.95,1.1,,2.01,3.8,,33.45,42.8,42.8,,999.7,0,0,882,75.86,950,8.7,1.4,9.4,0,0.31,28.7,67,21.9,31.6,12.08,1.12,0.61,1403,1,100,60
